"aesthetic","day_diff_med","aes_wiki_link","rank","main_img"
"Nostalgiacore",0.00471698113207547,"https://aesthetics.fandom.com/wiki/Nostalgiacore",38,"https://static.wikia.nocookie.net/aesthetics/images/8/81/17_of_Lizzie_McGuire%E2%80%99s_best_fashion_moments.jpg"
"Post-Apocalyptic",0.00471698113207547,"https://aesthetics.fandom.com/wiki/Post-Apocalyptic",39,"https://static.wikia.nocookie.net/aesthetics/images/0/0c/Apoc-city.jpg"
"Regency",0.00471282070967049,"https://aesthetics.fandom.com/wiki/Regency",40,"https://static.wikia.nocookie.net/aesthetics/images/e/ef/Eavesdropping_by_Vittorio_Reggianini.jpg"
"Mallgoth",0.00455158602341094,"https://aesthetics.fandom.com/wiki/Mallgoth",41,"https://static.wikia.nocookie.net/aesthetics/images/0/05/90smallgothss.jpg"
"Princecore",0.00445214086357644,"https://aesthetics.fandom.com/wiki/Princecore",42,"https://static.wikia.nocookie.net/aesthetics/images/6/6a/Prince-crown-white-flowers.jpg"
"Pin-up",0.00443569123037365,"https://aesthetics.fandom.com/wiki/Pin-up",43,"https://static.wikia.nocookie.net/aesthetics/images/3/33/Pin-up_model%2C_Bettie_Page.jpg"
"Dreamy",0.00434844697479329,"https://aesthetics.fandom.com/wiki/Dreamy",44,"https://static.wikia.nocookie.net/aesthetics/images/3/3b/9k%3DClouds.jpeg"
"Playboy",0.00431526188724995,"https://aesthetics.fandom.com/wiki/Playboy",45,"https://static.wikia.nocookie.net/aesthetics/images/2/22/Playboy_Aesthetic_1.jpg"
"Coastal Grandmother",0.00404042053023377,"https://aesthetics.fandom.com/wiki/Coastal_Grandmother",46,"https://static.wikia.nocookie.net/aesthetics/images/c/c3/CGM5.jpg"
"Royalcore",0.00403227445480967,"https://aesthetics.fandom.com/wiki/Royalcore",47,"https://static.wikia.nocookie.net/aesthetics/images/4/44/Gown.jpg"
"Kinderwhore",0.0040115631956468,"https://aesthetics.fandom.com/wiki/Kinderwhore",48,"https://static.wikia.nocookie.net/aesthetics/images/2/22/KW.jpeg"
"Athlete",0.00391390931372549,"https://aesthetics.fandom.com/wiki/Athlete",49,"https://static.wikia.nocookie.net/aesthetics/images/8/82/Runningexercise.jpeg"
"Techwear",0.00385357885357885,"https://aesthetics.fandom.com/wiki/Techwear",50,"https://static.wikia.nocookie.net/aesthetics/images/d/d6/Techwear.png"
"After Hours",0.00379508007835004,"https://aesthetics.fandom.com/wiki/After_Hours",51,"https://static.wikia.nocookie.net/aesthetics/images/c/c2/Fort_Hill_High_School%2C_MD%2C_at_night.jpg"
"Sanriocore",0.00370675956484537,"https://aesthetics.fandom.com/wiki/Sanriocore",52,"https://static.wikia.nocookie.net/aesthetics/images/c/c9/Kawaii_Bowknot_My_Melody_Kitty_Gemini_Cosmetic_Bag_Makeup_Storage_Case_Portable.jpg"
"Comfy/Cozy",0.00370151991614256,"https://aesthetics.fandom.com/wiki/Comfy/Cozy",53,"https://static.wikia.nocookie.net/aesthetics/images/5/5d/18208082e418c59ea13d0df1fbd11cd0.jpg"
"Minimalism",0.00370067058334817,"https://aesthetics.fandom.com/wiki/Minimalism",54,"https://static.wikia.nocookie.net/aesthetics/images/1/1b/White_Minimal_Bedroom.jpg"
"Stoner",0.00369015641207992,"https://aesthetics.fandom.com/wiki/Stoner",55,"https://static.wikia.nocookie.net/aesthetics/images/f/f0/Stoner.jpg"
"Alternative",0.0036489230840961,"https://aesthetics.fandom.com/wiki/Alternative",56,"https://static.wikia.nocookie.net/aesthetics/images/7/74/The_Velvet_Underground.jpg"
"Cybergrunge",0.00364299933642999,"https://aesthetics.fandom.com/wiki/Cybergrunge",57,"https://static.wikia.nocookie.net/aesthetics/images/b/ba/Baba9671971d74faf715a3e6e1015dfa.jpg"
"Diner",0.00363308782767086,"https://aesthetics.fandom.com/wiki/Diner",58,"https://static.wikia.nocookie.net/aesthetics/images/c/c2/Diner.jpg"
