"aesthetic","aes_link"
"Western","https://aesthetics.fandom.com/wiki/Western"
"Wetcore","https://aesthetics.fandom.com/wiki/Wetcore"
"Whimsigothic","https://aesthetics.fandom.com/wiki/Whimsigothic"
"Wild Child","https://aesthetics.fandom.com/wiki/Wild_Child"
"Winter","https://aesthetics.fandom.com/wiki/Winter"
"Winter Academia","https://aesthetics.fandom.com/wiki/Winter_Academia"
"Winter Fairy Coquette","https://aesthetics.fandom.com/wiki/Winter_Fairy_Coquette"
"Witchcore","https://aesthetics.fandom.com/wiki/Witchcore"
"Witch House","https://aesthetics.fandom.com/wiki/Witch_House"
"Witchy Academia","https://aesthetics.fandom.com/wiki/Witchy_Academia"
"Wizardcore","https://aesthetics.fandom.com/wiki/Wizardcore"
"Wonderland","https://aesthetics.fandom.com/wiki/Wonderland"
"Woodland Goth","https://aesthetics.fandom.com/wiki/Woodland_goth"
"Wormcore","https://aesthetics.fandom.com/wiki/Wormcore"
"Writer Academia","https://aesthetics.fandom.com/wiki/Writer_Academia"
"Wuxia","https://aesthetics.fandom.com/wiki/Wuxia"
"XO","https://aesthetics.fandom.com/wiki/XO"
"Y2K","https://aesthetics.fandom.com/wiki/Y2K"
"Yakuza","https://aesthetics.fandom.com/wiki/Yakuza"
"Yami Kawaii","https://aesthetics.fandom.com/wiki/Yami_Kawaii"
"Yandere","https://aesthetics.fandom.com/wiki/Yandere"
"Yankeecore","https://aesthetics.fandom.com/wiki/Yankeecore"
"Yanki","https://aesthetics.fandom.com/wiki/Yanki"
"Yellow Academia","https://aesthetics.fandom.com/wiki/Yellow_Academia"
"Youthquake","https://aesthetics.fandom.com/wiki/Youthquake"
"Yume Kawaii","https://aesthetics.fandom.com/wiki/Yume_Kawaii"
"Zombiecore","https://aesthetics.fandom.com/wiki/Zombiecore"
